date_start,date_stop,campaign_id,campaign_name,objective,impressions,clicks,cpm,ctr,spend,leads,account_currency
2026-03-06,2026-03-06,120213935476223121,MT_VIDEO_ESTOQUE_001,OUTCOME_AWARENESS,25300,386,11.90,1.5257,301.16,11,BRL
2026-03-07,2026-03-07,120274831420778493,MT_LEADS_PEQ_VAREJO_001,OUTCOME_LEADS,17490,529,30.70,3.0246,536.86,35,BRL
2026-03-07,2026-03-07,120299701614704712,MT_LEADS_REDES_LOJAS_002,OUTCOME_LEADS,9611,251,42.36,2.6116,407.17,16,BRL
2026-03-07,2026-03-07,120299759557666597,MT_TRAFEGO_LP_001,OUTCOME_TRAFFIC,12649,356,29.61,2.8145,374.57,11,BRL
2026-03-07,2026-03-07,120229181304803814,MT_RMKT_SITE_001,OUTCOME_SALES,7470,230,38.56,3.0790,288.03,11,BRL
2026-03-07,2026-03-07,120213935476223121,MT_VIDEO_ESTOQUE_001,OUTCOME_AWARENESS,10412,203,27.14,1.9497,282.57,11,BRL
2026-03-08,2026-03-08,120274831420778493,MT_LEADS_PEQ_VAREJO_001,OUTCOME_LEADS,27281,696,25.92,2.5512,706.99,32,BRL
2026-03-08,2026-03-08,120299701614704712,MT_LEADS_REDES_LOJAS_002,OUTCOME_LEADS,10376,242,31.48,2.3323,326.60,11,BRL
2026-03-08,2026-03-08,120299759557666597,MT_TRAFEGO_LP_001,OUTCOME_TRAFFIC,23334,474,20.92,2.0314,488.13,13,BRL
2026-03-08,2026-03-08,120229181304803814,MT_RMKT_SITE_001,OUTCOME_SALES,15871,336,26.00,2.1171,412.64,13,BRL
2026-03-08,2026-03-08,120213935476223121,MT_VIDEO_ESTOQUE_001,OUTCOME_AWARENESS,6789,170,22.86,2.5041,155.19,6,BRL
2026-03-09,2026-03-09,120274831420778493,MT_LEADS_PEQ_VAREJO_001,OUTCOME_LEADS,24093,451,17.08,1.8719,411.62,26,BRL
2026-03-09,2026-03-09,120299701614704712,MT_LEADS_REDES_LOJAS_002,OUTCOME_LEADS,5668,161,39.33,2.8405,222.91,11,BRL
2026-03-09,2026-03-09,120299759557666597,MT_TRAFEGO_LP_001,OUTCOME_TRAFFIC,17713,410,22.83,2.3147,404.33,9,BRL
2026-03-09,2026-03-09,120229181304803814,MT_RMKT_SITE_001,OUTCOME_SALES,6826,225,42.09,3.2962,287.34,12,BRL
2026-03-09,2026-03-09,120213935476223121,MT_VIDEO_ESTOQUE_001,OUTCOME_AWARENESS,16564,406,13.94,2.4511,230.91,6,BRL
2026-03-10,2026-03-10,120274831420778493,MT_LEADS_PEQ_VAREJO_001,OUTCOME_LEADS,18145,464,21.20,2.5572,384.68,25,BRL
2026-03-10,2026-03-10,120299701614704712,MT_LEADS_REDES_LOJAS_002,OUTCOME_LEADS,5267,120,23.92,2.2783,125.99,7,BRL
2026-03-10,2026-03-10,120299759557666597,MT_TRAFEGO_LP_001,OUTCOME_TRAFFIC,25414,594,28.83,2.3373,732.57,18,BRL
2026-03-10,2026-03-10,120229181304803814,MT_RMKT_SITE_001,OUTCOME_SALES,24085,700,31.17,2.9064,750.76,23,BRL
2026-03-10,2026-03-10,120213935476223121,MT_VIDEO_ESTOQUE_001,OUTCOME_AWARENESS,11633,285,22.72,2.4499,264.27,5,BRL
2026-03-11,2026-03-11,120274831420778493,MT_LEADS_PEQ_VAREJO_001,OUTCOME_LEADS,14325,315,22.48,2.1990,322.00,23,BRL
2026-03-11,2026-03-11,120299701614704712,MT_LEADS_REDES_LOJAS_002,OUTCOME_LEADS,37828,820,22.47,2.1677,850.03,18,BRL
2026-03-11,2026-03-11,120299759557666597,MT_TRAFEGO_LP_001,OUTCOME_TRAFFIC,16614,370,24.94,2.2270,414.40,13,BRL
2026-03-11,2026-03-11,120229181304803814,MT_RMKT_SITE_001,OUTCOME_SALES,12702,333,25.89,2.6216,328.82,20,BRL
2026-03-11,2026-03-11,120213935476223121,MT_VIDEO_ESTOQUE_001,OUTCOME_AWARENESS,33404,620,14.67,1.8561,490.15,12,BRL
2026-03-12,2026-03-12,120274831420778493,MT_LEADS_PEQ_VAREJO_001,OUTCOME_LEADS,21598,750,34.72,3.4725,749.95,27,BRL
2026-03-12,2026-03-12,120299701614704712,MT_LEADS_REDES_LOJAS_002,OUTCOME_LEADS,10198,227,32.82,2.2259,334.70,14,BRL
2026-03-12,2026-03-12,120299759557666597,MT_TRAFEGO_LP_001,OUTCOME_TRAFFIC,7942,151,22.24,1.9013,176.61,9,BRL
2026-03-12,2026-03-12,120229181304803814,MT_RMKT_SITE_001,OUTCOME_SALES,7847,223,35.99,2.8419,282.43,10,BRL
2026-03-12,2026-03-12,120213935476223121,MT_VIDEO_ESTOQUE_001,OUTCOME_AWARENESS,25264,626,16.79,2.4778,424.17,7,BRL
2026-03-13,2026-03-13,120274831420778493,MT_LEADS_PEQ_VAREJO_001,OUTCOME_LEADS,28735,598,20.77,2.0811,596.73,26,BRL
2026-03-13,2026-03-13,120299701614704712,MT_LEADS_REDES_LOJAS_002,OUTCOME_LEADS,18373,411,26.74,2.2370,491.28,19,BRL
2026-03-13,2026-03-13,120299759557666597,MT_TRAFEGO_LP_001,OUTCOME_TRAFFIC,40164,844,23.05,2.1014,925.60,23,BRL
2026-03-13,2026-03-13,120229181304803814,MT_RMKT_SITE_001,OUTCOME_SALES,13922,327,23.22,2.3488,323.32,12,BRL
2026-03-13,2026-03-13,120213935476223121,MT_VIDEO_ESTOQUE_001,OUTCOME_AWARENESS,12809,305,20.66,2.3811,264.58,7,BRL
2026-03-14,2026-03-14,120274831420778493,MT_LEADS_PEQ_VAREJO_001,OUTCOME_LEADS,31272,780,28.36,2.4942,886.83,23,BRL
2026-03-14,2026-03-14,120299701614704712,MT_LEADS_REDES_LOJAS_002,OUTCOME_LEADS,20726,446,20.15,2.1519,417.57,16,BRL
2026-03-14,2026-03-14,120299759557666597,MT_TRAFEGO_LP_001,OUTCOME_TRAFFIC,25107,504,23.43,2.0074,588.35,16,BRL
2026-03-14,2026-03-14,120229181304803814,MT_RMKT_SITE_001,OUTCOME_SALES,4845,146,37.83,3.0134,183.31,8,BRL
2026-03-14,2026-03-14,120213935476223121,MT_VIDEO_ESTOQUE_001,OUTCOME_AWARENESS,23843,468,15.14,1.9628,360.89,12,BRL
2026-03-15,2026-03-15,120274831420778493,MT_LEADS_PEQ_VAREJO_001,OUTCOME_LEADS,22288,544,25.65,2.4408,571.62,23,BRL
2026-03-15,2026-03-15,120299701614704712,MT_LEADS_REDES_LOJAS_002,OUTCOME_LEADS,18641,631,43.80,3.3850,816.55,18,BRL
2026-03-15,2026-03-15,120299759557666597,MT_TRAFEGO_LP_001,OUTCOME_TRAFFIC,17837,372,23.40,2.0856,417.45,16,BRL
2026-03-15,2026-03-15,120229181304803814,MT_RMKT_SITE_001,OUTCOME_SALES,9047,235,28.11,2.5975,254.33,9,BRL
2026-03-15,2026-03-15,120213935476223121,MT_VIDEO_ESTOQUE_001,OUTCOME_AWARENESS,19503,412,20.53,2.1125,400.49,8,BRL
2026-03-16,2026-03-16,120274831420778493,MT_LEADS_PEQ_VAREJO_001,OUTCOME_LEADS,31002,700,18.98,2.2579,588.27,25,BRL
2026-03-16,2026-03-16,120299701614704712,MT_LEADS_REDES_LOJAS_002,OUTCOME_LEADS,38521,665,21.41,1.7263,824.68,21,BRL
2026-03-16,2026-03-16,120299759557666597,MT_TRAFEGO_LP_001,OUTCOME_TRAFFIC,25517,520,23.28,2.0379,594.04,14,BRL
2026-03-16,2026-03-16,120229181304803814,MT_RMKT_SITE_001,OUTCOME_SALES,7220,177,41.11,2.4515,296.85,12,BRL
2026-03-16,2026-03-16,120213935476223121,MT_VIDEO_ESTOQUE_001,OUTCOME_AWARENESS,15418,338,18.28,2.1922,281.78,6,BRL
2026-03-17,2026-03-17,120274831420778493,MT_LEADS_PEQ_VAREJO_001,OUTCOME_LEADS,17379,515,30.73,2.9633,534.13,25,BRL
2026-03-17,2026-03-17,120299701614704712,MT_LEADS_REDES_LOJAS_002,OUTCOME_LEADS,11800,304,38.42,2.5763,453.31,17,BRL
2026-03-17,2026-03-17,120299759557666597,MT_TRAFEGO_LP_001,OUTCOME_TRAFFIC,22711,532,25.41,2.3425,577.13,13,BRL
2026-03-17,2026-03-17,120229181304803814,MT_RMKT_SITE_001,OUTCOME_SALES,5397,138,36.20,2.5570,195.36,11,BRL
2026-03-17,2026-03-17,120213935476223121,MT_VIDEO_ESTOQUE_001,OUTCOME_AWARENESS,15719,313,18.12,1.9912,284.90,6,BRL
2026-03-18,2026-03-18,120274831420778493,MT_LEADS_PEQ_VAREJO_001,OUTCOME_LEADS,17679,344,18.86,1.9458,333.43,16,BRL
2026-03-18,2026-03-18,120299701614704712,MT_LEADS_REDES_LOJAS_002,OUTCOME_LEADS,12148,251,28.82,2.0662,350.11,11,BRL
2026-03-18,2026-03-18,120299759557666597,MT_TRAFEGO_LP_001,OUTCOME_TRAFFIC,13801,345,27.03,2.4998,373.01,12,BRL
2026-03-18,2026-03-18,120229181304803814,MT_RMKT_SITE_001,OUTCOME_SALES,6411,175,37.54,2.7297,240.70,15,BRL
2026-03-18,2026-03-18,120213935476223121,MT_VIDEO_ESTOQUE_001,OUTCOME_AWARENESS,21633,292,14.29,1.3498,309.05,9,BRL
2026-03-19,2026-03-19,120274831420778493,MT_LEADS_PEQ_VAREJO_001,OUTCOME_LEADS,14620,448,32.03,3.0643,468.23,19,BRL
2026-03-19,2026-03-19,120299701614704712,MT_LEADS_REDES_LOJAS_002,OUTCOME_LEADS,8720,250,37.43,2.8670,326.39,15,BRL
2026-03-19,2026-03-19,120299759557666597,MT_TRAFEGO_LP_001,OUTCOME_TRAFFIC,12995,308,26.01,2.3701,338.02,13,BRL
2026-03-19,2026-03-19,120229181304803814,MT_RMKT_SITE_001,OUTCOME_SALES,6569,195,40.33,2.9685,264.94,13,BRL
2026-03-19,2026-03-19,120213935476223121,MT_VIDEO_ESTOQUE_001,OUTCOME_AWARENESS,12895,242,16.15,1.8767,208.21,6,BRL
2026-03-20,2026-03-20,120274831420778493,MT_LEADS_PEQ_VAREJO_001,OUTCOME_LEADS,25156,845,32.10,3.3590,807.54,30,BRL
2026-03-20,2026-03-20,120299701614704712,MT_LEADS_REDES_LOJAS_002,OUTCOME_LEADS,6165,151,37.97,2.4493,234.06,8,BRL
2026-03-20,2026-03-20,120299759557666597,MT_TRAFEGO_LP_001,OUTCOME_TRAFFIC,12424,380,34.81,3.0586,432.51,11,BRL
2026-03-20,2026-03-20,120229181304803814,MT_RMKT_SITE_001,OUTCOME_SALES,12024,408,29.57,3.3932,355.50,15,BRL
2026-03-20,2026-03-20,120213935476223121,MT_VIDEO_ESTOQUE_001,OUTCOME_AWARENESS,15654,257,13.08,1.6418,204.78,9,BRL
2026-03-21,2026-03-21,120274831420778493,MT_LEADS_PEQ_VAREJO_001,OUTCOME_LEADS,13055,435,31.58,3.3321,412.30,27,BRL
2026-03-21,2026-03-21,120299701614704712,MT_LEADS_REDES_LOJAS_002,OUTCOME_LEADS,9981,207,24.13,2.0739,240.84,11,BRL
2026-03-21,2026-03-21,120299759557666597,MT_TRAFEGO_LP_001,OUTCOME_TRAFFIC,16638,364,32.85,2.1878,546.60,18,BRL
2026-03-21,2026-03-21,120229181304803814,MT_RMKT_SITE_001,OUTCOME_SALES,7636,237,29.04,3.1037,221.73,13,BRL
2026-03-21,2026-03-21,120213935476223121,MT_VIDEO_ESTOQUE_001,OUTCOME_AWARENESS,27734,591,18.76,2.1310,520.31,9,BRL
2026-03-22,2026-03-22,120274831420778493,MT_LEADS_PEQ_VAREJO_001,OUTCOME_LEADS,41518,1134,23.46,2.7313,974.05,31,BRL
2026-03-22,2026-03-22,120299701614704712,MT_LEADS_REDES_LOJAS_002,OUTCOME_LEADS,18747,431,32.16,2.2990,602.96,16,BRL
2026-03-22,2026-03-22,120299759557666597,MT_TRAFEGO_LP_001,OUTCOME_TRAFFIC,15586,292,21.15,1.8735,329.72,10,BRL
2026-03-22,2026-03-22,120229181304803814,MT_RMKT_SITE_001,OUTCOME_SALES,8907,239,29.48,2.6833,262.54,21,BRL
2026-03-22,2026-03-22,120213935476223121,MT_VIDEO_ESTOQUE_001,OUTCOME_AWARENESS,13926,329,24.93,2.3625,347.18,7,BRL
2026-03-23,2026-03-23,120274831420778493,MT_LEADS_PEQ_VAREJO_001,OUTCOME_LEADS,27344,639,23.47,2.3369,641.81,32,BRL
2026-03-23,2026-03-23,120299701614704712,MT_LEADS_REDES_LOJAS_002,OUTCOME_LEADS,25799,534,20.41,2.0698,526.57,13,BRL
2026-03-23,2026-03-23,120299759557666597,MT_TRAFEGO_LP_001,OUTCOME_TRAFFIC,24901,635,24.40,2.5501,607.47,16,BRL
2026-03-23,2026-03-23,120229181304803814,MT_RMKT_SITE_001,OUTCOME_SALES,9823,325,38.12,3.3086,374.48,16,BRL
2026-03-23,2026-03-23,120213935476223121,MT_VIDEO_ESTOQUE_001,OUTCOME_AWARENESS,22918,451,15.77,1.9679,361.41,8,BRL
2026-03-24,2026-03-24,120274831420778493,MT_LEADS_PEQ_VAREJO_001,OUTCOME_LEADS,19764,478,22.34,2.4185,441.47,27,BRL
2026-03-24,2026-03-24,120299701614704712,MT_LEADS_REDES_LOJAS_002,OUTCOME_LEADS,15176,284,22.19,1.8714,336.74,14,BRL
2026-03-24,2026-03-24,120299759557666597,MT_TRAFEGO_LP_001,OUTCOME_TRAFFIC,33890,621,19.69,1.8324,667.42,14,BRL
2026-03-24,2026-03-24,120229181304803814,MT_RMKT_SITE_001,OUTCOME_SALES,9233,267,37.53,2.8918,346.54,17,BRL
2026-03-24,2026-03-24,120213935476223121,MT_VIDEO_ESTOQUE_001,OUTCOME_AWARENESS,27544,504,13.82,1.8298,380.78,9,BRL
2026-03-25,2026-03-25,120274831420778493,MT_LEADS_PEQ_VAREJO_001,OUTCOME_LEADS,23709,554,20.85,2.3367,494.24,22,BRL
2026-03-25,2026-03-25,120299701614704712,MT_LEADS_REDES_LOJAS_002,OUTCOME_LEADS,16511,386,32.02,2.3378,528.68,17,BRL
2026-03-25,2026-03-25,120299759557666597,MT_TRAFEGO_LP_001,OUTCOME_TRAFFIC,22750,582,29.92,2.5582,680.79,18,BRL
2026-03-25,2026-03-25,120229181304803814,MT_RMKT_SITE_001,OUTCOME_SALES,11273,264,35.28,2.3419,397.76,16,BRL
2026-03-25,2026-03-25,120213935476223121,MT_VIDEO_ESTOQUE_001,OUTCOME_AWARENESS,15048,235,12.74,1.5617,191.68,7,BRL
2026-03-26,2026-03-26,120274831420778493,MT_LEADS_PEQ_VAREJO_001,OUTCOME_LEADS,31682,907,34.60,2.8628,1096.28,21,BRL
2026-03-26,2026-03-26,120299701614704712,MT_LEADS_REDES_LOJAS_002,OUTCOME_LEADS,11547,272,27.35,2.3556,315.84,12,BRL
2026-03-26,2026-03-26,120299759557666597,MT_TRAFEGO_LP_001,OUTCOME_TRAFFIC,9969,232,26.10,2.3272,260.21,7,BRL
2026-03-26,2026-03-26,120229181304803814,MT_RMKT_SITE_001,OUTCOME_SALES,20294,525,31.44,2.5870,638.09,19,BRL
2026-03-26,2026-03-26,120213935476223121,MT_VIDEO_ESTOQUE_001,OUTCOME_AWARENESS,20357,493,20.30,2.4218,413.26,13,BRL
2026-03-27,2026-03-27,120274831420778493,MT_LEADS_PEQ_VAREJO_001,OUTCOME_LEADS,18803,602,38.65,3.2016,726.70,29,BRL
2026-03-27,2026-03-27,120299701614704712,MT_LEADS_REDES_LOJAS_002,OUTCOME_LEADS,7412,156,30.31,2.1047,224.64,9,BRL
2026-03-27,2026-03-27,120299759557666597,MT_TRAFEGO_LP_001,OUTCOME_TRAFFIC,23287,487,23.15,2.0913,539.08,14,BRL
2026-03-27,2026-03-27,120229181304803814,MT_RMKT_SITE_001,OUTCOME_SALES,9720,271,39.16,2.7881,380.60,13,BRL
2026-03-27,2026-03-27,120213935476223121,MT_VIDEO_ESTOQUE_001,OUTCOME_AWARENESS,9627,197,18.19,2.0463,175.15,7,BRL
2026-03-28,2026-03-28,120274831420778493,MT_LEADS_PEQ_VAREJO_001,OUTCOME_LEADS,38073,983,23.27,2.5819,885.82,24,BRL
2026-03-28,2026-03-28,120299701614704712,MT_LEADS_REDES_LOJAS_002,OUTCOME_LEADS,19006,385,27.34,2.0257,519.64,16,BRL
2026-03-28,2026-03-28,120299759557666597,MT_TRAFEGO_LP_001,OUTCOME_TRAFFIC,22393,473,23.22,2.1123,519.96,15,BRL
2026-03-28,2026-03-28,120229181304803814,MT_RMKT_SITE_001,OUTCOME_SALES,5174,146,38.13,2.8218,197.28,13,BRL
2026-03-28,2026-03-28,120213935476223121,MT_VIDEO_ESTOQUE_001,OUTCOME_AWARENESS,10054,245,22.05,2.4368,221.68,6,BRL
2026-03-29,2026-03-29,120274831420778493,MT_LEADS_PEQ_VAREJO_001,OUTCOME_LEADS,25735,619,23.67,2.4053,609.22,22,BRL
2026-03-29,2026-03-29,120299701614704712,MT_LEADS_REDES_LOJAS_002,OUTCOME_LEADS,21198,466,29.38,2.1983,622.81,18,BRL
2026-03-29,2026-03-29,120299759557666597,MT_TRAFEGO_LP_001,OUTCOME_TRAFFIC,19864,454,24.11,2.2855,478.99,15,BRL
2026-03-29,2026-03-29,120229181304803814,MT_RMKT_SITE_001,OUTCOME_SALES,7256,182,31.10,2.5083,225.63,13,BRL
2026-03-29,2026-03-29,120213935476223121,MT_VIDEO_ESTOQUE_001,OUTCOME_AWARENESS,4647,92,18.39,1.9798,85.46,2,BRL
2026-03-30,2026-03-30,120274831420778493,MT_LEADS_PEQ_VAREJO_001,OUTCOME_LEADS,22486,714,30.53,3.1753,686.60,28,BRL
2026-03-30,2026-03-30,120299701614704712,MT_LEADS_REDES_LOJAS_002,OUTCOME_LEADS,19963,426,23.25,2.1339,464.21,17,BRL
2026-03-30,2026-03-30,120299759557666597,MT_TRAFEGO_LP_001,OUTCOME_TRAFFIC,41311,828,23.30,2.0043,962.58,16,BRL
2026-03-30,2026-03-30,120229181304803814,MT_RMKT_SITE_001,OUTCOME_SALES,11578,429,55.36,3.7053,640.92,20,BRL
2026-03-30,2026-03-30,120213935476223121,MT_VIDEO_ESTOQUE_001,OUTCOME_AWARENESS,9153,208,18.23,2.2725,166.90,5,BRL
2026-03-31,2026-03-31,120274831420778493,MT_LEADS_PEQ_VAREJO_001,OUTCOME_LEADS,17316,530,35.97,3.0608,622.81,26,BRL
2026-03-31,2026-03-31,120299701614704712,MT_LEADS_REDES_LOJAS_002,OUTCOME_LEADS,15288,311,20.83,2.0343,318.43,11,BRL
2026-03-31,2026-03-31,120299759557666597,MT_TRAFEGO_LP_001,OUTCOME_TRAFFIC,17534,464,30.55,2.6463,535.72,15,BRL
2026-03-31,2026-03-31,120229181304803814,MT_RMKT_SITE_001,OUTCOME_SALES,8890,306,38.11,3.4421,338.83,14,BRL
2026-03-31,2026-03-31,120213935476223121,MT_VIDEO_ESTOQUE_001,OUTCOME_AWARENESS,8911,208,18.91,2.3342,168.50,6,BRL
2026-04-01,2026-04-01,120274831420778493,MT_LEADS_PEQ_VAREJO_001,OUTCOME_LEADS,40184,1359,25.03,3.3819,1005.76,26,BRL
2026-04-01,2026-04-01,120299701614704712,MT_LEADS_REDES_LOJAS_002,OUTCOME_LEADS,19245,445,28.52,2.3123,548.81,15,BRL
2026-04-01,2026-04-01,120299759557666597,MT_TRAFEGO_LP_001,OUTCOME_TRAFFIC,42292,1000,23.95,2.3645,1012.98,22,BRL
2026-04-01,2026-04-01,120229181304803814,MT_RMKT_SITE_001,OUTCOME_SALES,7962,194,34.08,2.4366,271.37,16,BRL
2026-04-01,2026-04-01,120213935476223121,MT_VIDEO_ESTOQUE_001,OUTCOME_AWARENESS,4437,95,17.42,2.1411,77.30,3,BRL
2026-04-02,2026-04-02,120274831420778493,MT_LEADS_PEQ_VAREJO_001,OUTCOME_LEADS,30654,649,23.21,2.1172,711.35,26,BRL
2026-04-02,2026-04-02,120299701614704712,MT_LEADS_REDES_LOJAS_002,OUTCOME_LEADS,14283,382,33.98,2.6745,485.37,11,BRL
2026-04-02,2026-04-02,120299759557666597,MT_TRAFEGO_LP_001,OUTCOME_TRAFFIC,24705,534,29.12,2.1615,719.33,19,BRL
2026-04-02,2026-04-02,120229181304803814,MT_RMKT_SITE_001,OUTCOME_SALES,8529,279,42.29,3.2712,360.72,21,BRL
2026-04-02,2026-04-02,120213935476223121,MT_VIDEO_ESTOQUE_001,OUTCOME_AWARENESS,20901,373,15.14,1.7846,316.38,8,BRL
2026-04-03,2026-04-03,120274831420778493,MT_LEADS_PEQ_VAREJO_001,OUTCOME_LEADS,23267,531,20.86,2.2822,485.27,26,BRL
2026-04-03,2026-04-03,120299701614704712,MT_LEADS_REDES_LOJAS_002,OUTCOME_LEADS,4735,113,34.34,2.3865,162.58,8,BRL
2026-04-03,2026-04-03,120299759557666597,MT_TRAFEGO_LP_001,OUTCOME_TRAFFIC,28480,462,17.74,1.6222,505.18,19,BRL
2026-04-03,2026-04-03,120229181304803814,MT_RMKT_SITE_001,OUTCOME_SALES,10980,263,23.26,2.3953,255.37,14,BRL
2026-04-03,2026-04-03,120213935476223121,MT_VIDEO_ESTOQUE_001,OUTCOME_AWARENESS,8738,202,26.24,2.3117,229.26,9,BRL
2026-04-04,2026-04-04,120274831420778493,MT_LEADS_PEQ_VAREJO_001,OUTCOME_LEADS,12067,381,33.21,3.1574,400.69,22,BRL
2026-04-04,2026-04-04,120299701614704712,MT_LEADS_REDES_LOJAS_002,OUTCOME_LEADS,20116,385,22.89,1.9139,460.51,14,BRL
2026-04-04,2026-04-04,120299759557666597,MT_TRAFEGO_LP_001,OUTCOME_TRAFFIC,24293,559,20.56,2.3011,499.45,13,BRL
2026-04-04,2026-04-04,120229181304803814,MT_RMKT_SITE_001,OUTCOME_SALES,4593,109,35.45,2.3732,162.81,8,BRL
2026-04-04,2026-04-04,120213935476223121,MT_VIDEO_ESTOQUE_001,OUTCOME_AWARENESS,8700,175,23.58,2.0115,205.15,5,BRL
2026-04-05,2026-04-05,120274831420778493,MT_LEADS_PEQ_VAREJO_001,OUTCOME_LEADS,24765,694,34.67,2.8023,858.69,26,BRL
2026-04-05,2026-04-05,120299701614704712,MT_LEADS_REDES_LOJAS_002,OUTCOME_LEADS,6351,152,34.91,2.3933,221.69,10,BRL
2026-04-05,2026-04-05,120299759557666597,MT_TRAFEGO_LP_001,OUTCOME_TRAFFIC,36243,802,18.38,2.2128,666.13,19,BRL
2026-04-05,2026-04-05,120229181304803814,MT_RMKT_SITE_001,OUTCOME_SALES,10739,302,30.32,2.8122,325.66,15,BRL
2026-04-05,2026-04-05,120213935476223121,MT_VIDEO_ESTOQUE_001,OUTCOME_AWARENESS,28097,549,14.86,1.9539,417.43,14,BRL
2026-04-06,2026-04-06,120274831420778493,MT_LEADS_PEQ_VAREJO_001,OUTCOME_LEADS,30234,677,17.88,2.2392,540.46,22,BRL
2026-04-06,2026-04-06,120299701614704712,MT_LEADS_REDES_LOJAS_002,OUTCOME_LEADS,16586,287,27.45,1.7304,455.29,20,BRL
2026-04-06,2026-04-06,120299759557666597,MT_TRAFEGO_LP_001,OUTCOME_TRAFFIC,14180,371,25.81,2.6164,365.96,11,BRL
